parca_no,tahmin_tarihi,tahmin_ayi,tahmin,birim_maliyet,tedarik_suresi,siparis_maliyeti,elde_tutma_maliyeti_aylik,stoksuz_kalma_cezasi,mevcut_Q,mevcut_r,mevcut_SS,baslangic_stok
Part-2132,2025-01-01,1,0.51,377.92,20,75,8.4087,777.51,7,11,9,2
Part-2132,2025-02-01,2,17.81,377.92,20,75,8.4087,777.51,7,11,9,2
Part-2132,2025-03-01,3,0.67,377.92,20,75,8.4087,777.51,7,11,9,2
Part-2133,2025-01-01,1,110.16,399.42,20,500,5.8249,1776.67,216,477,168,520
Part-2133,2025-02-01,2,269.42,399.42,20,500,5.8249,1776.67,216,477,168,520
Part-2133,2025-03-01,3,298.45,399.42,20,500,5.8249,1776.67,216,477,168,520
Part-2134,2025-01-01,1,25.19,473.46,7,100,7.4964,1084.86,18,28,22,31
Part-2134,2025-02-01,2,0.87,473.46,7,100,7.4964,1084.86,18,28,22,31
Part-2134,2025-03-01,3,0.8,473.46,7,100,7.4964,1084.86,18,28,22,31
Part-2135,2025-01-01,1,0.54,1133.79,20,100,21.4475,2540.98,2,5,4,2
Part-2135,2025-02-01,2,0.57,1133.79,20,100,21.4475,2540.98,2,5,4,2
Part-2135,2025-03-01,3,0.56,1133.79,20,100,21.4475,2540.98,2,5,4,2
Part-2136,2025-01-01,1,0.56,446.84,7,200,5.66,1333.61,3,0,0,0
Part-2136,2025-02-01,2,0.55,446.84,7,200,5.66,1333.61,3,0,0,0
Part-2136,2025-03-01,3,0.56,446.84,7,200,5.66,1333.61,3,0,0,0
Part-2137,2025-01-01,1,0.56,52.04,20,300,1.2186,213.48,1,0,0,0
Part-2137,2025-02-01,2,0.56,52.04,20,300,1.2186,213.48,1,0,0,0
Part-2137,2025-03-01,3,0.57,52.04,20,300,1.2186,213.48,1,0,0,0
Part-2138,2025-01-01,1,0.68,67.42,7,300,1.5001,272.06,7,0,0,0
Part-2138,2025-02-01,2,0.64,67.42,7,300,1.5001,272.06,7,0,0,0
Part-2138,2025-03-01,3,0.65,67.42,7,300,1.5001,272.06,7,0,0,0
Part-214,2025-01-01,1,1472.28,11.43,20,75,0.1638,28.96,805,2071,1056,1458
Part-214,2025-02-01,2,262.76,11.43,20,75,0.1638,28.96,805,2071,1056,1458
Part-214,2025-03-01,3,738.78,11.43,20,75,0.1638,28.96,805,2071,1056,1458
Part-215,2025-01-01,1,2075.06,280.87,20,100,6.2962,763.39,290,3798,2787,2458
Part-215,2025-02-01,2,1675.34,280.87,20,100,6.2962,763.39,290,3798,2787,2458
Part-215,2025-03-01,3,1929.12,280.87,20,100,6.2962,763.39,290,3798,2787,2458
Part-216,2025-01-01,1,763.39,39.1,7,300,0.5409,177.7,1533,2654,1533,4760
Part-216,2025-02-01,2,689.19,39.1,7,300,0.5409,177.7,1533,2654,1533,4760
Part-216,2025-03-01,3,1397.8,39.1,7,300,0.5409,177.7,1533,2654,1533,4760
Part-217,2025-01-01,1,750.76,2094.29,20,150,40.6641,4872.19,72,1887,780,838
Part-217,2025-02-01,2,607.15,2094.29,20,150,40.6641,4872.19,72,1887,780,838
Part-217,2025-03-01,3,756.81,2094.29,20,150,40.6641,4872.19,72,1887,780,838
Part-218,2025-01-01,1,310.42,4753.07,20,75,65.7508,22698.8,45,1288,575,885
Part-218,2025-02-01,2,419.11,4753.07,20,75,65.7508,22698.8,45,1288,575,885
Part-218,2025-03-01,3,575.6,4753.07,20,75,65.7508,22698.8,45,1288,575,885
Part-219,2025-01-01,1,2561.76,335.64,20,200,6.0975,1047.33,450,6713,3237,4466
Part-219,2025-02-01,2,44.87,335.64,20,200,6.0975,1047.33,450,6713,3237,4466
Part-219,2025-03-01,3,2447.38,335.64,20,200,6.0975,1047.33,450,6713,3237,4466
Part-22,2025-01-01,1,6787.41,212.29,20,100,5.0773,866.15,666,24039,12169,17743
Part-22,2025-02-01,2,13259.75,212.29,20,100,5.0773,866.15,666,24039,12169,17743
Part-22,2025-03-01,3,11982.63,212.29,20,100,5.0773,866.15,666,24039,12169,17743
Part-220,2025-01-01,1,2294.3,1496.07,20,75,23.9371,4119.06,146,4438,1756,3589
Part-220,2025-02-01,2,1638.29,1496.07,20,75,23.9371,4119.06,146,4438,1756,3589
Part-220,2025-03-01,3,519.3,1496.07,20,75,23.9371,4119.06,146,4438,1756,3589
Part-221,2025-01-01,1,1513.81,212.4,7,50,5.0445,636.26,206,1263,906,2169
Part-221,2025-02-01,2,960.33,212.4,7,50,5.0445,636.26,206,1263,906,2169
Part-221,2025-03-01,3,4282.13,212.4,7,50,5.0445,636.26,206,1263,906,2169
Part-222,2025-01-01,1,622.63,251.52,20,100,3.3117,811.64,235,1424,414,1366
Part-222,2025-02-01,2,663.36,251.52,20,100,3.3117,811.64,235,1424,414,1366
Part-222,2025-03-01,3,561.21,251.52,20,100,3.3117,811.64,235,1424,414,1366
Part-223,2025-01-01,1,206.45,380.74,20,75,7.8369,1387.55,76,1471,1325,738
Part-223,2025-02-01,2,3478.53,380.74,20,75,7.8369,1387.55,76,1471,1325,738
Part-223,2025-03-01,3,12.95,380.74,20,75,7.8369,1387.55,76,1471,1325,738
Part-224,2025-01-01,1,0.58,7377.05,20,150,156.1476,27740.82,30,1639,1088,921
Part-224,2025-02-01,2,10.14,7377.05,20,150,156.1476,27740.82,30,1639,1088,921
Part-224,2025-03-01,3,9.75,7377.05,20,150,156.1476,27740.82,30,1639,1088,921
Part-225,2025-01-01,1,617.85,226.3,20,100,5.3369,756.62,202,1947,956,2365
Part-225,2025-02-01,2,921.56,226.3,20,100,5.3369,756.62,202,1947,956,2365
Part-225,2025-03-01,3,1803.36,226.3,20,100,5.3369,756.62,202,1947,956,2365
Part-226,2025-01-01,1,2675.88,12.07,14,200,0.2836,40.3,798,1405,1360,929
Part-226,2025-02-01,2,0.12,12.07,14,200,0.2836,40.3,798,1405,1360,929
Part-226,2025-03-01,3,680.85,12.07,14,200,0.2836,40.3,798,1405,1360,929
Part-227,2025-01-01,1,2326.58,162.98,14,150,4.0338,465.45,604,3914,1975,4418
Part-227,2025-02-01,2,1974.64,162.98,14,150,4.0338,465.45,604,3914,1975,4418
Part-227,2025-03-01,3,1715.72,162.98,14,150,4.0338,465.45,604,3914,1975,4418
Part-228,2025-01-01,1,949.35,262.33,20,100,4.1098,826.71,226,2614,1726,1280
Part-228,2025-02-01,2,8.67,262.33,20,100,4.1098,826.71,226,2614,1726,1280
Part-228,2025-03-01,3,692.53,262.33,20,100,4.1098,826.71,226,2614,1726,1280
Part-229,2025-01-01,1,737.88,44.56,20,150,0.7092,151.57,903,2055,825,1579
Part-229,2025-02-01,2,795.55,44.56,20,150,0.7092,151.57,903,2055,825,1579
Part-229,2025-03-01,3,793.23,44.56,20,150,0.7092,151.57,903,2055,825,1579
Part-23,2025-01-01,1,8316.21,213.2,20,100,5.0813,617.62,632,23544,12962,19156
Part-23,2025-02-01,2,6559.8,213.2,20,100,5.0813,617.62,632,23544,12962,19156
Part-23,2025-03-01,3,7384.38,213.2,20,100,5.0813,617.62,632,23544,12962,19156
Part-230,2025-01-01,1,653.94,245.18,7,100,4.2906,929.91,185,589,352,867
Part-230,2025-02-01,2,466.37,245.18,7,100,4.2906,929.91,185,589,352,867
Part-230,2025-03-01,3,279.03,245.18,7,100,4.2906,929.91,185,589,352,867
Part-231,2025-01-01,1,1.68,4013.41,20,50,77.2581,9600.48,26,1231,1142,605
Part-231,2025-02-01,2,10.31,4013.41,20,50,77.2581,9600.48,26,1231,1142,605
Part-231,2025-03-01,3,0.74,4013.41,20,50,77.2581,9600.48,26,1231,1142,605
Part-232,2025-01-01,1,694.96,344.24,14,150,5.8808,1477.45,205,962,605,1181
Part-232,2025-02-01,2,724.87,344.24,14,150,5.8808,1477.45,205,962,605,1181
Part-232,2025-03-01,3,187.03,344.24,14,150,5.8808,1477.45,205,962,605,1181
Part-233,2025-01-01,1,221.99,392.22,20,500,8.5308,1585.24,305,1297,568,901
Part-233,2025-02-01,2,594.13,392.22,20,500,8.5308,1585.24,305,1297,568,901
Part-233,2025-03-01,3,613.23,392.22,20,500,8.5308,1585.24,305,1297,568,901
Part-234,2025-01-01,1,825.96,292.31,20,100,3.6782,846.62,213,2319,1663,811
Part-234,2025-02-01,2,1.68,292.31,20,100,3.6782,846.62,213,2319,1663,811
Part-234,2025-03-01,3,7.94,292.31,20,100,3.6782,846.62,213,2319,1663,811
Part-235,2025-01-01,1,209.88,2732.9,20,100,34.8445,9231.82,56,1459,582,1117
Part-235,2025-02-01,2,173.14,2732.9,20,100,34.8445,9231.82,56,1459,582,1117
Part-235,2025-03-01,3,669.0,2732.9,20,100,34.8445,9231.82,56,1459,582,1117
Part-236,2025-01-01,1,2575.98,77.7,20,50,1.6641,376.13,236,2416,1536,909
Part-236,2025-02-01,2,12.9,77.7,20,50,1.6641,376.13,236,2416,1536,909
Part-236,2025-03-01,3,417.61,77.7,20,50,1.6641,376.13,236,2416,1536,909
Part-237,2025-01-01,1,400.54,227.64,20,300,5.3495,469.26,230,1260,518,1000
Part-237,2025-02-01,2,98.17,227.64,20,300,5.3495,469.26,230,1260,518,1000
Part-237,2025-03-01,3,928.38,227.64,20,300,5.3495,469.26,230,1260,518,1000
Part-238,2025-01-01,1,7.85,801.88,20,300,17.775,3555.58,168,2711,1076,1466
Part-238,2025-02-01,2,860.39,801.88,20,300,17.775,3555.58,168,2711,1076,1466
Part-238,2025-03-01,3,1888.66,801.88,20,300,17.775,3555.58,168,2711,1076,1466
Part-239,2025-01-01,1,1181.16,6658.07,20,200,93.213,23537.44,107,4007,1924,3510
Part-239,2025-02-01,2,2861.13,6658.07,20,200,93.213,23537.44,107,4007,1924,3510
Part-239,2025-03-01,3,1490.96,6658.07,20,200,93.213,23537.44,107,4007,1924,3510
Part-24,2025-01-01,1,6730.72,2434.38,20,300,31.0383,10565.31,458,19720,8273,22828
Part-24,2025-02-01,2,8794.81,2434.38,20,300,31.0383,10565.31,458,19720,8273,22828
Part-24,2025-03-01,3,10683.88,2434.38,20,300,31.0383,10565.31,458,19720,8273,22828
Part-240,2025-01-01,1,1427.32,5256.62,20,75,127.035,20271.83,26,2217,1240,1571
Part-240,2025-02-01,2,22.49,5256.62,20,75,127.035,20271.83,26,2217,1240,1571
Part-240,2025-03-01,3,1009.44,5256.62,20,75,127.035,20271.83,26,2217,1240,1571
Part-241,2025-01-01,1,287.58,5.56,20,300,0.1056,22.54,1829,673,379,431
Part-241,2025-02-01,2,211.42,5.56,20,300,0.1056,22.54,1829,673,379,431
Part-241,2025-03-01,3,178.36,5.56,20,300,0.1056,22.54,1829,673,379,431
Part-242,2025-01-01,1,85.46,487.33,20,50,10.5994,1641.36,89,1697,1313,767
Part-242,2025-02-01,2,3438.91,487.33,20,50,10.5994,1641.36,89,1697,1313,767
Part-242,2025-03-01,3,334.62,487.33,20,50,10.5994,1641.36,89,1697,1313,767
Part-243,2025-01-01,1,1431.66,2817.42,20,100,42.2613,7256.49,78,1444,477,885
Part-243,2025-02-01,2,409.48,2817.42,20,100,42.2613,7256.49,78,1444,477,885
Part-243,2025-03-01,3,843.95,2817.42,20,100,42.2613,7256.49,78,1444,477,885
Part-244,2025-01-01,1,278.71,6586.49,20,150,127.3388,31146.01,28,491,153,578
Part-244,2025-02-01,2,272.55,6586.49,20,150,127.3388,31146.01,28,491,153,578
Part-244,2025-03-01,3,218.43,6586.49,20,150,127.3388,31146.01,28,491,153,578
Part-245,2025-01-01,1,1112.07,6205.35,7,200,103.4225,26190.13,51,743,257,1787
Part-245,2025-02-01,2,1105.36,6205.35,7,200,103.4225,26190.13,51,743,257,1787
Part-245,2025-03-01,3,1032.37,6205.35,7,200,103.4225,26190.13,51,743,257,1787
Part-246,2025-01-01,1,133.33,250.7,20,200,6.1839,922.27,190,742,296,499
Part-246,2025-02-01,2,267.01,250.7,20,200,6.1839,922.27,190,742,296,499
Part-246,2025-03-01,3,113.29,250.7,20,200,6.1839,922.27,190,742,296,499
Part-247,2025-01-01,1,0.63,1680.07,20,200,30.9413,5620.45,93,3082,1942,1050
Part-247,2025-02-01,2,0.84,1680.07,20,200,30.9413,5620.45,93,3082,1942,1050
Part-247,2025-03-01,3,63.05,1680.07,20,200,30.9413,5620.45,93,3082,1942,1050
Part-248,2025-01-01,1,288.54,3395.24,14,300,74.4123,11876.53,97,942,301,1354
Part-248,2025-02-01,2,573.18,3395.24,14,300,74.4123,11876.53,97,942,301,1354
Part-248,2025-03-01,3,422.69,3395.24,14,300,74.4123,11876.53,97,942,301,1354
Part-249,2025-01-01,1,521.55,275.98,20,100,5.5196,1233.8,200,1515,880,808
Part-249,2025-02-01,2,1338.66,275.98,20,100,5.5196,1233.8,200,1515,880,808
Part-249,2025-03-01,3,4.33,275.98,20,100,5.5196,1233.8,200,1515,880,808
Part-25,2025-01-01,1,6721.77,205.94,20,100,4.2561,678.68,682,19246,7532,13774
Part-25,2025-02-01,2,6291.02,205.94,20,100,4.2561,678.68,682,19246,7532,13774
Part-25,2025-03-01,3,2849.89,205.94,20,100,4.2561,678.68,682,19246,7532,13774
Part-250,2025-01-01,1,845.78,104.0,20,200,1.4213,211.9,494,1744,1294,595
Part-250,2025-02-01,2,1.06,104.0,20,200,1.4213,211.9,494,1744,1294,595
Part-250,2025-03-01,3,18.26,104.0,20,200,1.4213,211.9,494,1744,1294,595
Part-251,2025-01-01,1,3497.7,1369.03,20,50,26.3538,6292.07,73,4034,2197,3132
Part-251,2025-02-01,2,981.06,1369.03,20,50,26.3538,6292.07,73,4034,2197,3132
Part-251,2025-03-01,3,11.57,1369.03,20,50,26.3538,6292.07,73,4034,2197,3132
Part-252,2025-01-01,1,290.41,177.45,20,100,3.4159,379.79,135,558,259,527
Part-252,2025-02-01,2,102.4,177.45,20,100,3.4159,379.79,135,558,259,527
Part-252,2025-03-01,3,301.05,177.45,20,100,3.4159,379.79,135,558,259,527
Part-253,2025-01-01,1,1760.73,53.87,7,50,1.1537,207.28,324,1030,690,1546
Part-253,2025-02-01,2,15.98,53.87,7,50,1.1537,207.28,324,1030,690,1546
Part-253,2025-03-01,3,2.51,53.87,7,50,1.1537,207.28,324,1030,690,1546
Part-254,2025-01-01,1,812.99,473.5,20,300,7.8128,1420.2,268,1632,415,1752
Part-254,2025-02-01,2,875.2,473.5,20,300,7.8128,1420.2,268,1632,415,1752
Part-254,2025-03-01,3,1360.07,473.5,20,300,7.8128,1420.2,268,1632,415,1752
Part-255,2025-01-01,1,0.6,6087.81,20,500,141.5416,24562.54,42,2551,1956,652
Part-255,2025-02-01,2,259.7,6087.81,20,500,141.5416,24562.54,42,2551,1956,652
Part-255,2025-03-01,3,3.75,6087.81,20,500,141.5416,24562.54,42,2551,1956,652
Part-256,2025-01-01,1,1024.21,2590.68,14,50,52.4613,5846.2,38,1581,1184,961
Part-256,2025-02-01,2,1.84,2590.68,14,50,52.4613,5846.2,38,1581,1184,961
Part-256,2025-03-01,3,4.3,2590.68,14,50,52.4613,5846.2,38,1581,1184,961
Part-257,2025-01-01,1,334.46,454.56,20,150,5.9093,1667.64,226,1052,601,1105
Part-257,2025-02-01,2,657.83,454.56,20,150,5.9093,1667.64,226,1052,601,1105
Part-257,2025-03-01,3,279.85,454.56,20,150,5.9093,1667.64,226,1052,601,1105
Part-258,2025-01-01,1,574.09,5130.12,7,100,109.4426,23422.6,44,542,272,1563
Part-258,2025-02-01,2,678.79,5130.12,7,100,109.4426,23422.6,44,542,272,1563
Part-258,2025-03-01,3,507.19,5130.12,7,100,109.4426,23422.6,44,542,272,1563
Part-259,2025-01-01,1,88.69,122.37,20,100,2.9165,426.33,157,447,213,502
Part-259,2025-02-01,2,295.27,122.37,20,100,2.9165,426.33,157,447,213,502
Part-259,2025-03-01,3,470.81,122.37,20,100,2.9165,426.33,157,447,213,502
Part-26,2025-01-01,1,7176.16,1729.58,14,200,23.2052,4303.01,607,30799,17952,19884
Part-26,2025-02-01,2,12540.0,1729.58,14,200,23.2052,4303.01,607,30799,17952,19884
Part-26,2025-03-01,3,12849.48,1729.58,14,200,23.2052,4303.01,607,30799,17952,19884
Part-260,2025-01-01,1,5.69,5075.43,7,100,106.584,11435.15,39,1537,847,1532
Part-260,2025-02-01,2,674.32,5075.43,7,100,106.584,11435.15,39,1537,847,1532
Part-260,2025-03-01,3,529.94,5075.43,7,100,106.584,11435.15,39,1537,847,1532
Part-261,2025-01-01,1,99.22,150.78,20,75,2.601,318.47,204,1087,557,772
Part-261,2025-02-01,2,81.99,150.78,20,75,2.601,318.47,204,1087,557,772
Part-261,2025-03-01,3,859.28,150.78,20,75,2.601,318.47,204,1087,557,772
Part-262,2025-01-01,1,756.48,1559.93,7,75,31.0686,6026.95,106,790,445,1663
Part-262,2025-02-01,2,1058.9,1559.93,7,75,31.0686,6026.95,106,790,445,1663
Part-262,2025-03-01,3,1101.15,1559.93,7,75,31.0686,6026.95,106,790,445,1663
Part-263,2025-01-01,1,355.59,172.39,20,150,2.5284,380.74,243,1529,1191,906
Part-263,2025-02-01,2,2.15,172.39,20,150,2.5284,380.74,243,1529,1191,906
Part-263,2025-03-01,3,97.35,172.39,20,150,2.5284,380.74,243,1529,1191,906
Part-264,2025-01-01,1,280.47,492.99,20,50,9.8598,1091.41,67,1130,640,543
Part-264,2025-02-01,2,294.26,492.99,20,50,9.8598,1091.41,67,1130,640,543
Part-264,2025-03-01,3,386.63,492.99,20,50,9.8598,1091.41,67,1130,640,543
Part-265,2025-01-01,1,322.55,430.1,14,150,8.0644,1409.14,179,689,254,885
Part-265,2025-02-01,2,411.75,430.1,14,150,8.0644,1409.14,179,689,254,885
Part-265,2025-03-01,3,423.25,430.1,14,150,8.0644,1409.14,179,689,254,885
Part-266,2025-01-01,1,1185.16,448.2,14,100,5.7519,1178.1,282,1755,697,2726
Part-266,2025-02-01,2,2094.19,448.2,14,100,5.7519,1178.1,282,1755,697,2726
Part-266,2025-03-01,3,1154.36,448.2,14,100,5.7519,1178.1,282,1755,697,2726
Part-267,2025-01-01,1,122.54,1696.51,14,200,27.9924,4432.28,71,1198,1256,394
Part-267,2025-02-01,2,1.6,1696.51,14,200,27.9924,4432.28,71,1198,1256,394
Part-267,2025-03-01,3,1.52,1696.51,14,200,27.9924,4432.28,71,1198,1256,394
Part-268,2025-01-01,1,1.17,92.27,20,150,1.3764,317.68,325,1542,1208,608
Part-268,2025-02-01,2,1.17,92.27,20,150,1.3764,317.68,325,1542,1208,608
Part-268,2025-03-01,3,512.87,92.27,20,150,1.3764,317.68,325,1542,1208,608
Part-269,2025-01-01,1,3251.22,88.84,20,200,1.5473,252.52,283,1690,1469,374
Part-269,2025-02-01,2,63.34,88.84,20,200,1.5473,252.52,283,1690,1469,374
Part-269,2025-03-01,3,1.33,88.84,20,200,1.5473,252.52,283,1690,1469,374
Part-27,2025-01-01,1,8166.61,491.46,20,150,9.8292,1270.09,526,21981,8679,14030
Part-27,2025-02-01,2,4824.28,491.46,20,150,9.8292,1270.09,526,21981,8679,14030
Part-27,2025-03-01,3,11101.94,491.46,20,150,9.8292,1270.09,526,21981,8679,14030
Part-270,2025-01-01,1,6581.32,2338.14,20,75,36.2412,6214.31,49,4040,2981,773
Part-270,2025-02-01,2,134.52,2338.14,20,75,36.2412,6214.31,49,4040,2981,773
Part-270,2025-03-01,3,8.84,2338.14,20,75,36.2412,6214.31,49,4040,2981,773
Part-271,2025-01-01,1,556.75,10.9,14,100,0.2498,38.62,912,811,271,852
Part-271,2025-02-01,2,618.08,10.9,14,100,0.2498,38.62,912,811,271,852
Part-271,2025-03-01,3,654.41,10.9,14,100,0.2498,38.62,912,811,271,852
Part-272,2025-01-01,1,835.24,6654.57,20,500,141.4096,19116.26,85,1086,438,1097
Part-272,2025-02-01,2,489.09,6654.57,20,500,141.4096,19116.26,85,1086,438,1097
Part-272,2025-03-01,3,465.13,6654.57,20,500,141.4096,19116.26,85,1086,438,1097
Part-273,2025-01-01,1,5.95,3105.44,20,100,67.5433,6958.24,56,1417,906,857
Part-273,2025-02-01,2,1453.39,3105.44,20,100,67.5433,6958.24,56,1417,906,857
Part-273,2025-03-01,3,244.05,3105.44,20,100,67.5433,6958.24,56,1417,906,857
Part-274,2025-01-01,1,267.37,285.32,20,100,4.8504,1155.04,152,849,347,452
Part-274,2025-02-01,2,281.39,285.32,20,100,4.8504,1155.04,152,849,347,452
Part-274,2025-03-01,3,543.25,285.32,20,100,4.8504,1155.04,152,849,347,452
Part-275,2025-01-01,1,353.82,270.98,20,300,3.4098,1018.02,377,1345,613,1068
Part-275,2025-02-01,2,439.67,270.98,20,300,3.4098,1018.02,377,1345,613,1068
Part-275,2025-03-01,3,71.9,270.98,20,300,3.4098,1018.02,377,1345,613,1068
Part-276,2025-01-01,1,622.13,270.0,20,50,4.1175,711.81,143,1286,402,1440
Part-276,2025-02-01,2,734.76,270.0,20,50,4.1175,711.81,143,1286,402,1440
Part-276,2025-03-01,3,696.73,270.0,20,50,4.1175,711.81,143,1286,402,1440
Part-277,2025-01-01,1,1042.8,4639.43,20,150,101.6808,17382.73,64,1545,833,1019
Part-277,2025-02-01,2,446.64,4639.43,20,150,101.6808,17382.73,64,1545,833,1019
Part-277,2025-03-01,3,809.5,4639.43,20,150,101.6808,17382.73,64,1545,833,1019
Part-278,2025-01-01,1,577.39,145.17,20,75,2.9034,706.51,223,1635,859,1291
Part-278,2025-02-01,2,203.48,145.17,20,75,2.9034,706.51,223,1635,859,1291
Part-278,2025-03-01,3,1796.85,145.17,20,75,2.9034,706.51,223,1635,859,1291
Part-279,2025-01-01,1,544.4,246.37,14,100,4.7426,1199.68,190,1030,829,1100
Part-279,2025-02-01,2,892.88,246.37,14,100,4.7426,1199.68,190,1030,829,1100
Part-279,2025-03-01,3,384.27,246.37,14,100,4.7426,1199.68,190,1030,829,1100
Part-28,2025-01-01,1,6743.47,264.06,7,100,6.1614,749.06,538,8452,6029,9631
Part-28,2025-02-01,2,6826.83,264.06,7,100,6.1614,749.06,538,8452,6029,9631
Part-28,2025-03-01,3,8426.49,264.06,7,100,6.1614,749.06,538,8452,6029,9631
Part-280,2025-01-01,1,453.73,3639.1,20,75,58.2256,13085.57,50,1086,413,1218
Part-280,2025-02-01,2,425.39,3639.1,20,75,58.2256,13085.57,50,1086,413,1218
Part-280,2025-03-01,3,477.17,3639.1,20,75,58.2256,13085.57,50,1086,413,1218
Part-281,2025-01-01,1,99.16,139.62,20,50,1.8732,320.3,227,1231,401,1212
Part-281,2025-02-01,2,663.8,139.62,20,50,1.8732,320.3,227,1231,401,1212
Part-281,2025-03-01,3,558.01,139.62,20,50,1.8732,320.3,227,1231,401,1212
Part-282,2025-01-01,1,712.45,404.04,7,100,9.0236,1363.46,124,663,419,801
Part-282,2025-02-01,2,1276.23,404.04,7,100,9.0236,1363.46,124,663,419,801
Part-282,2025-03-01,3,147.7,404.04,7,100,9.0236,1363.46,124,663,419,801
Part-283,2025-01-01,1,320.47,1982.02,20,200,25.7663,4124.48,92,817,438,680
Part-283,2025-02-01,2,205.26,1982.02,20,200,25.7663,4124.48,92,817,438,680
Part-283,2025-03-01,3,384.06,1982.02,20,200,25.7663,4124.48,92,817,438,680
Part-284,2025-01-01,1,297.72,2638.81,20,500,34.9642,8564.53,114,1083,659,1329
Part-284,2025-02-01,2,648.0,2638.81,20,500,34.9642,8564.53,114,1083,659,1329
Part-284,2025-03-01,3,329.96,2638.81,20,500,34.9642,8564.53,114,1083,659,1329
Part-285,2025-01-01,1,1383.7,282.23,20,150,4.5627,1334.46,489,5038,2133,4650
Part-285,2025-02-01,2,1616.28,282.23,20,150,4.5627,1334.46,489,5038,2133,4650
Part-285,2025-03-01,3,4096.58,282.23,20,150,4.5627,1334.46,489,5038,2133,4650
Part-286,2025-01-01,1,634.06,177.72,20,100,3.4952,604.66,152,907,385,1075
Part-286,2025-02-01,2,576.87,177.72,20,100,3.4952,604.66,152,907,385,1075
Part-286,2025-03-01,3,358.8,177.72,20,100,3.4952,604.66,152,907,385,1075
Part-287,2025-01-01,1,944.83,99.39,20,200,2.4765,362.92,305,709,336,943
Part-287,2025-02-01,2,411.27,99.39,20,200,2.4765,362.92,305,709,336,943
Part-287,2025-03-01,3,380.49,99.39,20,200,2.4765,362.92,305,709,336,943
Part-288,2025-01-01,1,449.58,403.97,20,150,5.5209,999.47,212,1396,510,1259
Part-288,2025-02-01,2,498.22,403.97,20,150,5.5209,999.47,212,1396,510,1259
Part-288,2025-03-01,3,334.49,403.97,20,150,5.5209,999.47,212,1396,510,1259
Part-289,2025-01-01,1,2005.37,495.78,20,100,9.1306,1014.84,77,1522,1200,633
Part-289,2025-02-01,2,16.39,495.78,20,100,9.1306,1014.84,77,1522,1200,633
Part-289,2025-03-01,3,2.65,495.78,20,100,9.1306,1014.84,77,1522,1200,633
Part-29,2025-01-01,1,16640.63,1477.27,20,75,30.4071,3655.33,250,23086,9170,15671
Part-29,2025-02-01,2,4981.59,1477.27,20,75,30.4071,3655.33,250,23086,9170,15671
Part-29,2025-03-01,3,9307.04,1477.27,20,75,30.4071,3655.33,250,23086,9170,15671
Part-290,2025-01-01,1,695.72,2274.35,20,75,45.487,11326.61,49,966,433,1269
Part-290,2025-02-01,2,453.11,2274.35,20,75,45.487,11326.61,49,966,433,1269
Part-290,2025-03-01,3,210.99,2274.35,20,75,45.487,11326.61,49,966,433,1269
Part-291,2025-01-01,1,373.1,5512.63,20,200,125.4123,16619.32,31,1082,429,846
Part-291,2025-02-01,2,739.94,5512.63,20,200,125.4123,16619.32,31,1082,429,846
Part-291,2025-03-01,3,128.24,5512.63,20,200,125.4123,16619.32,31,1082,429,846
Part-292,2025-01-01,1,1133.45,322.87,20,150,6.8072,916.32,172,1462,644,1448
Part-292,2025-02-01,2,1748.99,322.87,20,150,6.8072,916.32,172,1462,644,1448
Part-292,2025-03-01,3,977.67,322.87,20,150,6.8072,916.32,172,1462,644,1448
Part-293,2025-01-01,1,100.95,5015.76,7,500,113.2726,18627.75,57,442,275,472
Part-293,2025-02-01,2,3.67,5015.76,7,500,113.2726,18627.75,57,442,275,472
Part-293,2025-03-01,3,2.81,5015.76,7,500,113.2726,18627.75,57,442,275,472
Part-294,2025-01-01,1,489.62,242.67,20,200,4.6107,1027.94,200,1055,631,540
Part-294,2025-02-01,2,760.03,242.67,20,200,4.6107,1027.94,200,1055,631,540
Part-294,2025-03-01,3,858.08,242.67,20,200,4.6107,1027.94,200,1055,631,540
Part-295,2025-01-01,1,178.03,121.68,20,100,2.1801,335.13,130,788,398,335
Part-295,2025-02-01,2,176.93,121.68,20,100,2.1801,335.13,130,788,398,335
Part-295,2025-03-01,3,383.33,121.68,20,100,2.1801,335.13,130,788,398,335
Part-296,2025-01-01,1,885.63,46.71,20,200,0.9459,166.87,436,812,362,790
Part-296,2025-02-01,2,285.49,46.71,20,200,0.9459,166.87,436,812,362,790
Part-296,2025-03-01,3,213.14,46.71,20,200,0.9459,166.87,436,812,362,790
Part-297,2025-01-01,1,4.72,223.96,20,100,5.319,671.41,161,1848,1099,630
Part-297,2025-02-01,2,736.36,223.96,20,100,5.319,671.41,161,1848,1099,630
Part-297,2025-03-01,3,105.39,223.96,20,100,5.319,671.41,161,1848,1099,630
Part-298,2025-01-01,1,1170.45,282.85,20,50,5.492,973.82,91,2066,1085,739
Part-298,2025-02-01,2,0.85,282.85,20,50,5.492,973.82,91,2066,1085,739
Part-298,2025-03-01,3,1550.47,282.85,20,50,5.492,973.82,91,2066,1085,739
Part-299,2025-01-01,1,208.97,1151.27,7,150,23.1213,2859.67,62,254,188,288
Part-299,2025-02-01,2,5.47,1151.27,7,150,23.1213,2859.67,62,254,188,288
Part-299,2025-03-01,3,2.3,1151.27,7,150,23.1213,2859.67,62,254,188,288
